pub_date	title	venue	excerpt	citation	url_slug	paper_url
2018	Application of Mixed Kernels Function (MKF) Based Support Vector Regression Model (SVR) for CO2 Reservoir Oil Minimum Miscibility Pressure Prediction	Fuel	''	citation: 'Zhi Zhong, Timothy Carr (2015). &quot; Application of Mixed Kernels Function (MKF) Based Support Vector Regression Model (SVR) for CO2 Reservoir Oil Minimum Miscibility Pressure Prediction.&quot; <i>Fuel</i>. (1).''	ppaperurl: 'http://academicpages.github.io/files/paper3.pdf

	
